Sprache;Projekt;Komplexität;Refactoring;schwierigkeit;LLM;Iteration;Diff;Test;Refactoring-check;Gesamt;;
Apex;apex-utilities;gering;guard clauses;mittel;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;apex-utilities;gering;guard clauses;mittel;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;apex-utilities;gering;guard clauses;mittel;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;apex-utilities;gering;guard clauses;mittel;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;apex-utilities;gering;guard clauses;mittel;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;apex-utilities;gering;guard clauses;mittel;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;apex-utilities;gering;guard clauses;mittel;Gemini 3 Pro;Gesamt;100,00%;100,00%;90,00%;90,00%;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;1;passed;passed;failed;failed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;2;passed;passed;failed;failed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;3;passed;passed;failed;failed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;4;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;5;passed;passed;failed;failed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;6;passed;passed;failed;failed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;7;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;8;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;9;passed;passed;failed;failed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;10;failed;passed;failed;failed;;
Apex;force-di;mittel;guard clauses;mittel;codestral-2501;Gesamt;90,00%;100,00%;30,00%;30,00%;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;force-di;mittel;guard clauses;mittel;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;1;passed;failed;passed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;2;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;3;failed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;4;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;5;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;6;passed;failed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;7;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;8;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;9;passed;failed;passed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;10;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;codestral-2501;Gesamt;90,00%;70,00%;30,00%;10,00%;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;1;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;5;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;6;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;8;passed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;9;failed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;guard clauses;mittel;Gemini 3 Pro;Gesamt;90,00%;100,00%;50,00%;50,00%;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;1;failed;passed;failed;failed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;2;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;3;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;4;failed;passed;failed;failed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;5;failed;passed;failed;failed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;6;failed;passed;failed;failed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;7;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;8;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;9;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;10;failed;passed;failed;failed;;
Python;colorama;gering;guard clauses;mittel;codestral-2501;Gesamt;50,00%;100,00%;50,00%;50,00%;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;colorama;gering;guard clauses;mittel;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;1;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;2;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;3;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;4;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;5;passed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;6;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;7;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;8;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;9;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;10;failed;passed;failed;failed;;
Python;pluggy;mittel;guard clauses;mittel;codestral-2501;Gesamt;10,00%;100,00%;0,00%;0,00%;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;pluggy;mittel;guard clauses;mittel;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;1;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;2;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;3;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;4;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;5;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;6;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;7;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;8;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;9;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;10;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;codestral-2501;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;pathlib2;komplex;guard clauses;mittel;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;1;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;2;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;3;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;4;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;5;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;6;failed;passed;failed;failed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;7;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;8;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;9;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;10;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;codestral-2501;Gesamt;90,00%;100,00%;90,00%;90,00%;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;apex-utilities;gering;inline variable;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;1;passed;failed;passed;failed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;2;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;3;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;4;passed;failed;passed;failed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;5;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;6;passed;failed;passed;failed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;7;passed;failed;passed;failed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;8;passed;failed;passed;failed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;9;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;10;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;codestral-2501;Gesamt;100,00%;50,00%;100,00%;50,00%;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;force-di;mittel;inline variable;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;1;failed;passed;failed;failed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;2;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;3;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;4;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;5;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;6;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;7;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;8;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;9;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;10;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;codestral-2501;Gesamt;90,00%;100,00%;90,00%;90,00%;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;inline variable;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;colorama;gering;inline variable;einfach;codestral-2501;1;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;2;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;3;passed;failed;passed;failed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;4;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;5;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;6;passed;failed;passed;failed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;7;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;8;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;9;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;10;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;codestral-2501;Gesamt;100,00%;80,00%;100,00%;80,00%;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;5;passed;failed;passed;failed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;8;passed;failed;passed;failed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;colorama;gering;inline variable;einfach;Gemini 3 Pro;Gesamt;100,00%;80,00%;100,00%;80,00%;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;1;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;2;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;3;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;4;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;5;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;6;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;7;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;8;failed;passed;failed;failed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;9;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;10;failed;passed;failed;failed;;
Python;pluggy;mittel;inline variable;einfach;codestral-2501;Gesamt;80,00%;100,00%;80,00%;80,00%;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;pluggy;mittel;inline variable;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;1;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;2;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;3;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;4;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;5;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;6;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;7;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;8;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;9;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;10;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;codestral-2501;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;pathlib2;komplex;inline variable;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;1;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;2;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;3;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;4;passed;failed;failed;failed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;5;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;6;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;7;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;8;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;9;passed;failed;failed;failed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;10;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;codestral-2501;Gesamt;100,00%;80,00%;80,00%;80,00%;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;apex-utilities;gering;rename;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;force-di;mittel;rename;einfach;codestral-2501;1;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;2;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;3;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;4;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;5;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;6;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;7;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;8;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;9;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;10;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;codestral-2501;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
